PitchNo,Date,PAofInning,PitchofPA,PitcherThrows,BatterSide,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
15,2026-03-06,4,2,Left,Right,Undefined,1,Top,2,0,1,Curveball,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,81.92889,0.05832,0.346606,2494.196625,295.911162,3:45,6.06946,-1.51533,5.62042,-47.82353,-5.02957,13.56245,2.13859,-0.06167,74.11895,-8.702471,2.774123,0.470828,,,,,,,,,,,,-6.75244,-2.11118,1.4769,50.0,6.04391,-1.26968,-118.82116,-1.5463,-9.45281,27.18204,-35.1295,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,a6273980-19cb-11f1-b441-771a65415937,80.05556,,,7.80994,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:16:27.56,2026-03-06T18:16:27.5649536-08:00,2026-03-07T02:16:27.5649536Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,cb924c01-21d2-41b7-8a4b-09a85a14c617,54.87772,-119.93181,13.59102,6.07777,-0.11091,-17.56475,1.52088,-0.88344,-4.7264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
16,2026-03-06,4,3,Left,Right,Undefined,1,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,93.27568,-1.556484,1.361025,2365.912601,159.234566,11:15,6.34735,-0.86693,6.12399,-10.66493,21.92064,-7.82756,4.01899,-0.26083,83.17383,-3.699726,-0.049445,0.410851,,,,,,,,,,,,4.44929,12.12509,0.76643,50.0,6.2223,-2.85261,-135.12028,-3.86568,8.02751,36.05322,-10.29777,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,b6ba1560-19cb-11f1-b441-771a65415937,91.74239,,,10.10185,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:16:55.38,2026-03-06T18:16:55.3809408-08:00,2026-03-07T02:16:55.3809408Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,4ad5757b-8877-4469-8718-955d0086506f,54.36787,-136.28075,18.02661,6.34139,-3.53422,-5.14888,0.86241,-3.111,4.01376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
17,2026-03-06,4,4,Left,Right,Undefined,1,Top,2,1,2,Curveball,Curveball,BallinDirt,Undefined,Undefined,Undefined,0,0,80.43942,-0.66008,0.323805,2466.389786,322.151254,4:45,6.30965,-1.13811,5.71897,-57.60031,-13.45371,11.6615,0.89473,0.13531,73.36401,-11.137013,2.420506,0.478212,,,,,,,,,,,,-5.90866,-6.36689,1.10346,50.0,6.21832,-1.10087,-116.7714,-3.29198,-7.99123,26.1889,-40.78499,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,ccc2f3e0-19cb-11f1-b441-771a65415937,78.81959,,,7.07541,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:17:32.29,2026-03-06T18:17:32.2938368-08:00,2026-03-07T02:17:32.2938368Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,a42dab26-a74e-45ac-820d-ddd67e7c7687,54.783,-117.83923,13.09445,6.31864,-1.62902,-20.3925,1.14171,-0.77504,-3.99561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
18,2026-03-06,4,5,Left,Right,Undefined,1,Top,2,2,2,Curveball,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,80.71393,0.810838,-0.427795,2511.937858,318.578028,4:30,6.04294,-1.42965,5.51671,-57.82645,-13.58056,13.39339,1.98229,-0.71354,73.15333,-9.716181,1.967636,0.478749,,,,,,,,,,,,-6.89394,-6.64052,1.45774,50.0,6.07495,0.32976,-117.08497,-0.40938,-9.36987,26.41571,-41.19949,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,e38696e0-19cb-11f1-b441-771a65415937,78.7311,,,7.5606,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:18:10.48,2026-03-06T18:18:10.4860000-08:00,2026-03-07T02:18:10.4860000Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,ccbdee26-d5ce-4cb6-8b08-6fe4ed93c0f9,54.98367,-118.20399,13.20785,6.05532,1.33592,-20.59974,1.43537,0.72669,-4.68494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0111,,,1.167847,,,,1.36146,6.09107,3.78489,77.61214,1.58802,-47.16548,1.39262,70.35816,-4.43895,6.10975,11.62395,-13.32346,3.7571,-47.99905,3.83264,High,High,High,,,High,High,High,,,
46,2026-03-06,1,1,Left,Right,Undefined,2,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,91.83089,-3.779745,0.637702,2327.823489,167.935804,11:30,6.47223,-0.93553,5.87509,-11.68524,22.11025,-4.45355,1.98263,-0.71436,82.64278,-6.07327,-0.161342,0.418409,,,,,,,,,,,,2.47665,12.88875,0.88653,50.0,6.15963,-1.2807,-132.89216,-9.04932,4.35431,32.95674,-9.51371,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,11f0b0e0-19ce-11f1-b441-771a65415937,90.08521,,,9.18811,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:33:47.38,2026-03-06T18:33:47.3880064-08:00,2026-03-07T02:33:47.3880064Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,cc78c835-c011-4f11-a44c-20564ad4321a,54.61987,-134.03297,16.47837,6.46718,-8.72,-4.75685,0.93347,-1.43142,2.17716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
47,2026-03-06,1,2,Left,Right,Undefined,2,Top,0,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,83.4315,-1.042171,1.365422,1757.334157,125.262848,10:15,6.06461,-1.37509,5.87778,-27.42891,13.0854,-16.52477,2.8106,-1.48381,75.74505,-6.182283,-1.60137,0.458116,,,,,,,,,,,,8.8041,7.4315,1.27398,50.0,5.96472,-2.21249,-121.04996,-3.04321,12.93597,25.77996,-21.25485,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,1a7c30e0-19ce-11f1-b441-771a65415937,82.27705,,,7.68645,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:34:01.72,2026-03-06T18:34:01.7286656-08:00,2026-03-07T02:34:01.7286656Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,671e3848-8f88-4621-a6d4-2c258765a9df,54.61817,-122.02953,12.88998,6.06501,-2.23558,-10.62742,1.36739,-2.70402,6.46799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
48,2026-03-06,1,3,Left,Right,Undefined,2,Top,0,0,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,93.07783,-2.949461,0.685455,2336.249677,174.739329,11:45,6.50965,-0.93769,5.9889,-9.38756,23.23615,-2.02933,2.99123,-0.4715,83.85578,-4.832974,0.320663,0.411091,74.16073,48.568815,156.3204,3698.134497,,,,,36.37693,,,1.25976,13.21209,0.88474,50.0,6.27174,-1.52376,-134.87624,-7.12411,2.28628,33.38416,-8.19621,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,24469980-19ce-11f1-b441-771a65415937,91.68876,35.28957,,9.22205,,,,0.8294,2.91982,0.59384,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:34:18.09,2026-03-06T18:34:18.0993024-08:00,2026-03-07T02:34:18.0993024Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,d21a5464-0ecc-4641-afad-b99fe2420e8c,54.5068,-135.98717,16.69208,6.50427,-6.85137,-4.0981,0.93672,-1.59984,1.14314,,0.8294,-65.91471,1.60172,3.02776,-1.27382,0.43907,-0.13448,0.03925,-0.00793,2.91982,81.5496,-41.9284,7.90618,-1.83978,0.40703,-0.08915,0.01938,-0.003,0.59384,28.90655,-2.70019,-0.25843,0.22494,-0.09648,0.03101,-0.00781,0.00097,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,,,
49,2026-03-06,1,4,Left,Right,Undefined,2,Top,0,0,2,ChangeUp,Curveball,BallinDirt,Undefined,Undefined,Undefined,0,0,82.0664,-0.479166,0.262068,2657.860199,326.376608,5:00,6.15713,-1.25863,5.28724,-53.8768,-10.5278,8.07772,1.21743,-0.3394,74.21447,-10.245324,1.701503,0.473872,,,,,,,,,,,,-3.96921,-4.68949,1.22857,50.0,6.07392,-0.88193,-118.92678,-2.98274,-5.54458,28.04412,-38.7248,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,2e71bfc0-19ce-11f1-b441-771a65415937,79.5414,,,7.85193,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:34:35.14,2026-03-06T18:34:35.1491584-08:00,2026-03-07T02:34:35.1491584Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,3643e360-5c5b-4fd2-a6a9-b8abecfcfdef,55.21174,-120.14948,14.02206,6.16716,-1.29438,-19.3624,1.26175,-0.64019,-2.77229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
50,2026-03-06,1,5,Left,Right,Undefined,2,Top,0,1,2,ChangeUp,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,81.51627,-0.458894,0.633836,2360.298048,305.370151,4:15,6.11699,-1.3119,5.45113,-52.13239,-8.41087,14.16257,1.34298,0.46172,73.64385,-9.948038,3.163214,0.475904,,,,,,,,,,,,-6.97048,-3.70351,1.24572,50.0,6.04046,-1.87915,-118.15305,-2.79387,-9.59352,28.04659,-37.27121,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,3cf8c610-19ce-11f1-b441-771a65415937,79.20183,,,7.87242,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:34:59.54,2026-03-06T18:34:59.5430000-08:00,2026-03-07T02:34:59.5430000Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,9fd587eb-0793-4e62-8237-d388fdf760d1,55.04831,-119.34538,14.02329,6.12555,-1.20938,-18.63561,1.31694,-1.47131,-4.79676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.41315,,,1.007397,,,,1.05587,5.87523,4.05711,68.13493,7.32218,-56.6384,1.10325,71.63449,-5.06303,5.9021,14.60353,-13.09983,3.98349,-67.11481,6.89555,High,High,High,,,High,High,High,,,
51,2026-03-06,2,1,Left,Right,Undefined,2,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,82.27032,-1.400228,1.507315,1692.540285,130.427899,10:15,6.15204,-1.40998,5.89037,-27.06651,14.4856,-15.34812,2.59568,-1.28912,74.91078,-6.472337,-1.248815,0.463946,,,,,,,,,,,,8.25087,8.25319,1.29706,50.0,6.02374,-2.52919,-119.37296,-3.72718,11.82327,24.46288,-20.34744,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,5117fd00-19ce-11f1-b441-771a65415937,81.24307,,,7.35954,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:35:33.40,2026-03-06T18:35:33.4055424-08:00,2026-03-07T02:35:33.4055424Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,31a34163-b292-4b7e-9826-ed7f1fbf548e,54.60581,-120.31311,12.23144,6.15196,-2.94518,-10.17372,1.403,-2.98358,5.91163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
52,2026-03-06,2,2,Left,Right,Undefined,2,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,93.46058,-1.136517,1.182537,2399.749243,163.853422,11:30,6.49842,-0.99021,6.07822,-10.68709,21.70537,-5.92768,4.55593,-0.38991,83.58937,-3.275788,0.115277,0.409631,,,,,,,,,,,,3.40382,11.8265,0.90161,50.0,6.40449,-2.5234,-135.45047,-2.88942,6.19362,35.2596,-10.65457,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,60934e60-19ce-11f1-b441-771a65415937,92.01551,,,9.87122,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:35:59.42,2026-03-06T18:35:59.4211840-08:00,2026-03-07T02:35:59.4211840Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,c9c4aefe-838a-41f6-a6e2-a0a51d0bd1b7,54.41387,-136.59462,17.6298,6.49264,-2.54369,-5.32728,0.98676,-2.72438,3.09681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
53,2026-03-06,2,3,Left,Right,Undefined,2,Top,1,2,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,77.97032,0.717276,1.777225,2546.505142,317.128672,4:30,6.04808,-1.39492,5.79095,-58.45523,-11.27875,12.0952,1.84441,1.26678,70.52931,-9.983423,3.9481,0.49435,,,,,,,,,,,,-5.56111,-5.55063,1.24122,50.0,6.07222,-3.96186,-113.05373,-0.49331,-7.01037,25.59909,-39.17124,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,69a5d8b0-19ce-11f1-b441-771a65415937,76.24653,,,7.44101,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:36:14.50,2026-03-06T18:36:14.5059840-08:00,2026-03-07T02:36:14.5059840Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,415770f0-6e34-4cff-b1d7-6df9f5a8871d,54.70888,-114.11499,12.79954,6.05901,1.13061,-19.58562,1.39944,-3.67123,-3.50518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
54,2026-03-06,2,4,Left,Right,Undefined,2,Top,1,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,90.94299,-3.444131,1.743594,2331.352289,166.055198,11:30,6.39225,-1.03427,6.06872,-10.63457,23.65706,-5.54658,2.31355,0.11752,81.5836,-5.570743,0.745585,0.421469,,,,,,,,,,,,3.43705,13.70686,0.90207,50.0,6.11942,-3.7684,-131.62273,-8.12781,5.90946,33.12884,-8.60722,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,73dc2280-19ce-11f1-b441-771a65415937,89.43116,,,9.35939,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:36:31.75,2026-03-06T18:36:31.7597184-08:00,2026-03-07T02:36:31.7597184Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,2c8caeba-4cf0-4f11-9679-1be49d1fd8f0,54.42645,-132.73217,16.56442,6.38678,-7.83957,-4.30361,1.03158,-3.9663,2.95473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
55,2026-03-06,2,5,Left,Right,Undefined,2,Top,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,90.9798,-2.924266,1.084378,2325.854994,169.250974,11:45,6.36363,-0.87711,6.03901,-8.39079,25.89415,-4.66445,2.95395,-0.26166,81.47033,-4.654344,0.24533,0.421428,68.73834,51.664577,166.348471,2780.415689,,,,,29.80759,,,2.76032,14.66761,0.79501,50.0,6.13088,-2.29184,-131.75726,-6.83603,4.75065,33.46295,-6.93035,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,7dc73280-19ce-11f1-b441-771a65415937,89.43988,35.51981,,9.50947,,,,1.50339,3.05334,0.25816,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:36:48.33,2026-03-06T18:36:48.3315200-08:00,2026-03-07T02:36:48.3315200Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,93bbf2eb-21a0-42fb-867b-d3f19d05c52a,54.4559,-132.88413,16.73147,6.35715,-6.60265,-3.46517,0.87489,-2.45181,2.37532,6.499424,1.50339,-60.76632,2.33432,0.96946,1.65823,-8.74431,19.91287,-22.15968,9.66555,3.05334,79.079,-32.25343,4.20078,1.63226,-10.66553,23.92685,-26.02422,11.06478,0.25816,14.75884,0.9296,-0.62994,-0.6283,3.49554,-7.94077,8.7999,-3.8206,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,,,
56,2026-03-06,2,6,Left,Right,Undefined,2,Top,1,3,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,77.14504,-1.558676,1.014413,2492.171802,318.448495,4:30,6.13203,-1.29785,5.62797,-56.83231,-9.07469,9.41536,-0.05895,0.4334,71.20297,-11.839558,2.704571,0.497385,,,,,,,,,,,,-4.55878,-3.90047,1.20502,50.0,5.96198,-2.32051,-112.01626,-4.88139,-5.73229,22.19132,-37.07854,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,88e5b970-19ce-11f1-b441-771a65415937,75.78122,,,5.94207,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:37:06.93,2026-03-06T18:37:06.9335552-08:00,2026-03-07T02:37:06.9335552Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,cf6c248b-398c-48f1-88f8-23f4fc1ebe28,54.87463,-112.97784,11.09566,6.13869,-3.27474,-18.53927,1.30019,-2.07212,-2.86615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
57,2026-03-06,3,1,Left,Left,Undefined,2,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,92.84288,-5.332044,0.699195,2334.93864,153.707282,11:00,6.35778,-0.92518,6.12028,-13.42615,18.97517,-8.84319,0.29487,-1.01568,84.96612,-7.891898,-0.89543,0.409688,,,,,,,,,,,,4.84355,11.72075,0.8765,50.0,5.94156,-1.28126,-134.39211,-12.91731,8.83376,29.87915,-10.79754,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,a11102c0-19ce-11f1-b441-771a65415937,92.00286,,,7.87676,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:37:47.59,2026-03-06T18:37:47.5949568-08:00,2026-03-07T02:37:47.5949568Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,0c08a959-3669-4557-89a3-7dfabcd764cc,54.38015,-135.36244,14.93958,6.35536,-12.56666,-5.39877,0.92277,-1.56814,4.41688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
58,2026-03-06,3,2,Left,Left,Undefined,2,Top,2,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,91.50288,-4.106273,2.691648,2313.163297,162.896021,11:30,6.43364,-0.9285,6.15362,-13.56292,19.86119,-5.75583,1.49887,1.08052,83.22841,-6.721911,1.65508,0.416104,,,,,,,,,,,,3.76642,11.82166,0.72671,50.0,6.11371,-5.9833,-132.43856,-9.86119,6.64675,29.97407,-11.31187,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,aba09020-19ce-11f1-b441-771a65415937,90.58425,,,8.27446,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:38:05.22,2026-03-06T18:38:05.2217856-08:00,2026-03-07T02:38:05.2217856Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,0e8c5698-c7c8-4b39-8957-257c0cfc0919,54.34316,-133.4179,14.98703,6.42987,-9.4916,-5.65594,0.92575,-6.20047,3.32338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
59,2026-03-06,3,3,Left,Left,Undefined,2,Top,2,1,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,80.95398,-0.022061,0.668646,2508.874777,317.024694,4:30,6.08337,-1.53727,5.44136,-53.32656,-9.5089,10.24749,1.61884,-0.05721,73.91245,-9.703961,2.498195,0.476427,,,,,,,,,,,,-4.98193,-4.41965,1.47075,50.0,6.04429,-1.78139,-117.48901,-1.93629,-6.86733,25.12976,-38.26632,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,b5dfdaa0-19ce-11f1-b441-771a65415937,79.1149,,,7.04152,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:38:22.46,2026-03-06T18:38:22.4603648-08:00,2026-03-07T02:38:22.4603648Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,4cc1b244-d6b4-4718-a24b-aba30ea44619,55.05938,-118.56623,12.56488,6.09214,-0.29596,-19.13316,1.54081,-1.48701,-3.43366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
60,2026-03-06,3,4,Left,Left,Undefined,2,Top,2,1,2,Curveball,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,82.68411,0.86349,0.385191,2578.011258,320.138244,4:45,6.06638,-1.53341,5.4762,-50.74416,-8.66162,8.47052,2.64577,-0.46709,74.97453,-8.393027,1.896885,0.466898,,,,,,,,,,,,-4.1352,-4.19252,1.49368,50.0,6.10776,-1.16031,-119.93125,-0.04004,-5.92399,26.746,-38.18018,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,bf671fc0-19ce-11f1-b441-771a65415937,80.72942,,,7.70958,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,2026-03-07,02:38:38.37,2026-03-06T18:38:38.3715840-08:00,2026-03-07T02:38:38.3715840Z,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,ab26891e-5ec7-4793-9491-3928cf797241,55.02265,-121.04618,13.373,6.07626,1.55153,-19.09009,1.5369,-0.91336,-2.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
74,,1,1,Left,Right,Undefined,3,Top,0,0,0,Curveball,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOU_TRO,ILL_ILL,DedeauxField,D1,BIG10,20260306-DedeauxField-1,03d61610-19d0-11f1-b441-771a65415937,,,,,,,,,,,6a1884b9-291c-4dfd-bf9f-eccae0ce8789,,,,,,v3,5047,4805,cbc6255c058941129d030cbec4fcbfe7,"Tejada III, Richard",1000369801,Right,SOU_TRO,2ad586e2-3716-4325-9e0c-2ce2827db19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
